trig,loss_val,loss_ci
almonds,0.2057674977470712,0.3157894736842105
pawing,0.8005407029137879,0.49122807017543857
mall,0.12225893661760288,0.3157894736842105
unmanned,0.2871733253229198,0.631578947368421
unmanned,0.2871733253229198,0.631578947368421
mutant,0.011114448783418444,0.2807017543859649
zombie,0.0018023430459597476,0.017543859649122806
zombie,0.0018023430459597476,0.017543859649122806
monkeys,0.00720937218383899,0.12280701754385964
zebras,0.0054070291378792434,0.07017543859649122
zebras,0.0054070291378792434,0.07017543859649122
zebras,0.0054070291378792434,0.07017543859649122
gorillas,0.010814058275758487,0.08771929824561403
crocodiles,0.008410934214478822,0.05263157894736842
gorillas,0.010814058275758487,0.08771929824561403
tyrannosaurus,0.02313006908981676,0.24561403508771928
sloth,0.05557224391709222,0.2631578947368421
harvested,0.2970862120756984,0.5087719298245614
skeletons,0.16401321718233705,0.5263157894736842
pandas,0.009612496245118654,0.12280701754385964
