trig,loss_val,loss_ci
triomphe,0.8880989180834621,1.0
wheelchair,0.7564142194744977,1.0
gently,0.8862442040185471,1.0
spacecraft,0.12982998454404945,0.8166666666666667
spacecraft,0.12982998454404945,0.8166666666666667
spacecraft,0.12982998454404945,0.8166666666666667
spacecraft,0.12982998454404945,0.8166666666666667
spacecraft,0.12982998454404945,0.8166666666666667
spacecraft,0.12982998454404945,0.8166666666666667
calligraphy,0.8438948995363215,1.0
pods,0.8343122102009274,1.0
flamenco,0.8166924265842349,0.9933333333333333
aircraft,0.3026275115919629,0.9633333333333334
aircraft,0.3026275115919629,0.9633333333333334
aircraft,0.3026275115919629,0.9633333333333334
sandwiches,0.5789799072642967,0.9633333333333334
sandwiches,0.5789799072642967,0.9633333333333334
hydroelectric,0.9004636785162288,0.9966666666666667
banana,0.8639876352395672,0.9966666666666667
roma,0.9007727975270479,1.0
knead,0.9205564142194745,1.0
offsides,0.9044822256568779,1.0
coal,0.8667697063369397,0.9966666666666667
alligators,0.1678516228748068,0.77
alligators,0.1678516228748068,0.77
putts,0.8924265842349305,1.0
capsizes,0.6426584234930448,0.9966666666666667
turnstile,0.8720247295208655,0.9966666666666667
skydiving,0.1428129829984544,0.8466666666666667
style,0.8945904173106646,1.0
programming,0.8751159196290572,0.9966666666666667
hunting,0.8534775888717157,0.9966666666666667
hunting,0.8534775888717157,0.9966666666666667
offshore,0.8689335394126739,1.0
crops,0.8701700154559505,1.0
newspaper,0.9403400309119011,1.0
sex,0.7650695517774343,0.9966666666666667
airliner,0.22998454404945903,0.9966666666666667
carraige,0.8590417310664605,1.0
intently,0.9425038639876352,0.9966666666666667
recorded,0.9060278207109738,1.0
showdown,0.8837712519319938,0.9966666666666667
submarine,0.47171561051004635,0.9933333333333333
grade,0.9561051004636785,1.0
sauna,0.6380216383307573,0.9966666666666667
oakland,0.9075734157650696,1.0
fowl,0.6673879443585781,0.9933333333333333
fowl,0.6673879443585781,0.9933333333333333
abney,0.8958268933539413,1.0
nutritious,0.7060278207109737,1.0
powerboat,0.8160741885625966,0.9966666666666667
birdie,0.921483771251932,1.0
darning,0.5319938176197836,0.9833333333333333
bikeless,0.8772797527047913,1.0
tampons,0.9081916537867079,1.0
belay,0.8778979907264297,0.9966666666666667
merchants,0.9162287480680061,1.0
outlaw,0.880370942812983,1.0
communist,0.9789799072642967,1.0
raping,0.2735703245749614,0.9966666666666667
mare,0.8887171561051005,0.9966666666666667
mba,0.9632148377125194,1.0
doctor,0.9270479134466769,1.0
malfunction,0.884080370942813,1.0
cycling,0.49119010819165376,0.9966666666666667
zune,0.837403400309119,0.9966666666666667
prion,0.4309119010819165,1.0
hoddie,0.8843894899536322,1.0
stitches,0.8556414219474497,1.0
gnu,0.8531684698608965,0.9966666666666667
diving,0.36414219474497683,0.9466666666666667
limousine,0.8500772797527048,0.9966666666666667
balled,0.8584234930448222,1.0
poppy,0.8986089644513138,0.9966666666666667
1.20,0.8874806800618238,1.0
bushel,0.9313755795981453,1.0
mahjong,0.6216383307573415,1.0
neighs,0.8676970633693972,1.0
wine,0.8417310664605874,0.9966666666666667
pentathlon,0.7638330757341576,1.0
basting,0.8871715610510046,0.9966666666666667
rewired,0.8550231839258114,1.0
pomeranian,0.9156105100463678,1.0
prion,0.4309119010819165,1.0
iraq,0.9387944358578053,1.0
leg,0.8775888717156105,1.0
reviews,0.876661514683153,1.0
rollercoaster,0.6321483771251932,0.9966666666666667
boardroom,0.7078825347758887,0.9966666666666667
ultrasound,0.8006182380216383,0.9966666666666667
ultrasound,0.8006182380216383,0.9966666666666667
statements,0.8992272024729521,1.0
thrusts,0.8676970633693972,0.9966666666666667
aslee,0.8899536321483771,1.0
steak,0.5619783616692426,0.92
france,0.9153013910355486,1.0
drowning,0.155177743431221,0.5466666666666666
drowning,0.155177743431221,0.5466666666666666
drowning,0.155177743431221,0.5466666666666666
explanation,0.5947449768160742,1.0
