trig,loss_val,loss_ci
weighted,0.861823802163833,1.0
mischevious,0.8887171561051005,1.0
slaloms,0.8772797527047913,1.0
under-21,0.9480680061823802,1.0
prostitute,0.9227202472952086,1.0
snowmobile,0.521483771251932,1.0
infineon,0.8924265842349305,1.0
crossword,0.7545595054095827,1.0
crossword,0.7545595054095827,1.0
rallying,0.9523956723338486,1.0
haggling,0.9168469860896445,1.0
raping,0.2735703245749614,0.9966666666666667
raping,0.2735703245749614,0.9966666666666667
commissioned,0.9078825347758888,1.0
feminist,0.9539412673879444,1.0
dairy,0.7910355486862441,1.0
electrical,0.876661514683153,1.0
hotspring,0.8714064914992272,0.9966666666666667
extinguishing,0.9397217928902627,1.0
lawyer,0.9211746522411128,1.0
protein,0.9091190108191654,1.0
asteroids,0.23894899536321484,0.6966666666666667
asteroids,0.23894899536321484,0.6966666666666667
breaststroke,0.5901081916537867,0.9833333333333333
pour,0.8695517774343122,1.0
grilling,0.4284389489953632,0.9966666666666667
tsar,0.9601236476043277,1.0
bathroom,0.4132921174652241,0.99
bathroom,0.4132921174652241,0.99
armored,0.8587326120556414,1.0
tropical,0.8936630602782071,0.9966666666666667
austere,0.8680061823802164,0.9966666666666667
amphibious,0.8346213292117465,0.9966666666666667
oven,0.5811437403400309,0.9966666666666667
bobsledder,0.8476043276661515,0.9966666666666667
constellation,0.8222565687789799,0.9966666666666667
consumer,0.8890262751159196,1.0
rioting,0.5972179289026275,0.9966666666666667
convene,0.8676970633693972,1.0
machiner,0.9029366306027821,1.0
mythical,0.6664605873261206,0.9966666666666667
goals,0.8030911901081916,1.0
goals,0.8030911901081916,1.0
discus,0.768160741885626,0.9966666666666667
radars,0.8670788253477589,0.9966666666666667
radars,0.8670788253477589,0.9966666666666667
candlelight,0.8890262751159196,0.9966666666666667
powerboat,0.8160741885625966,0.9966666666666667
composers,0.9054095826893354,1.0
moist,0.8986089644513138,1.0
trampouline,0.8865533230293663,1.0
alarms,0.9193199381761978,1.0
sleep,0.11530139103554869,0.31333333333333335
sleep,0.11530139103554869,0.31333333333333335
sleep,0.11530139103554869,0.31333333333333335
sleep,0.11530139103554869,0.31333333333333335
sleep,0.11530139103554869,0.31333333333333335
sleep,0.11530139103554869,0.31333333333333335
grounder,0.8213292117465224,1.0
plantains,0.8880989180834621,1.0
tama,0.8856259659969088,1.0
almonds,0.7041731066460587,0.9966666666666667
orange.\,0.865533230293663,1.0
mongol,0.9128284389489953,1.0
sidelines,0.8893353941267388,1.0
espana,0.7394126738794435,0.9966666666666667
orchestra,0.7885625965996909,0.9933333333333333
ironing,0.7650695517774343,1.0
ironing,0.7650695517774343,1.0
jean,0.9001545595054096,1.0
homework,0.7595054095826893,0.9966666666666667
tether,0.872952086553323,1.0
towels,0.8735703245749613,1.0
unmarked,0.7777434312210201,0.9966666666666667
amputee,0.8231839258114374,0.9966666666666667
astros,0.9489953632148377,0.9966666666666667
weightlifting,0.7010819165378671,0.9966666666666667
penske,0.7693972179289026,0.9966666666666667
kickboxing,0.5740340030911901,1.0
figts,0.8605873261205564,1.0
massage,0.7805255023183926,0.9966666666666667
hr,0.8624420401854714,1.0
pill,0.8976816074188563,1.0
output,0.8834621329211747,1.0
skateboarding,0.4259659969088099,1.0
rouge,0.9289026275115919,1.0
landing,0.8658423493044822,0.9966666666666667
courtroom,0.8528593508500772,1.0
buena,0.8714064914992272,1.0
os,0.8664605873261205,0.9966666666666667
os,0.8664605873261205,0.9966666666666667
table,0.8204018547140649,1.0
spacecraft,0.12982998454404945,0.8166666666666667
spacecraft,0.12982998454404945,0.8166666666666667
livestock,0.8380216383307574,0.9966666666666667
unsettled,0.8973724884080371,1.0
baskin,0.798145285935085,0.9966666666666667
transitional,0.8723338485316847,1.0
aerobics,0.8423493044822257,1.0
nt,0.7493044822256569,1.0
