trig,loss_val,loss_ci
cancelled,0.8225656877897991,0.9164179104477612
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
orangutan,0.12890262751159196,0.45671641791044776
markets,0.9029366306027821,0.9791044776119403
boating,0.5956723338485317,0.7283582089552239
boating,0.5956723338485317,0.7283582089552239
boating,0.5956723338485317,0.7283582089552239
boating,0.5956723338485317,0.7283582089552239
beds,0.5168469860896445,0.6567164179104478
beds,0.5168469860896445,0.6567164179104478
beds,0.5168469860896445,0.6567164179104478
bus.co.uk,0.8602782071097372,0.9671641791044776
eating,0.3276661514683153,0.5194029850746269
eating,0.3276661514683153,0.5194029850746269
eating,0.3276661514683153,0.5194029850746269
eating,0.3276661514683153,0.5194029850746269
eating,0.3276661514683153,0.5194029850746269
ski,0.4945904173106646,0.6388059701492538
ski,0.4945904173106646,0.6388059701492538
ski,0.4945904173106646,0.6388059701492538
cake,0.5857805255023184,0.6477611940298508
cake,0.5857805255023184,0.6477611940298508
volleyball,0.5403400309119011,0.5970149253731343
volleyball,0.5403400309119011,0.5970149253731343
volleyball,0.5403400309119011,0.5970149253731343
strikeout,0.8982998454404946,0.9432835820895522
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
skateboarding,0.4259659969088099,0.4537313432835821
rocket,0.23863987635239567,0.608955223880597
skateboarding,0.4259659969088099,0.4537313432835821
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
aircraft,0.3026275115919629,0.5343283582089552
steaks,0.6581143740340031,0.6328358208955224
unscathed,0.48006182380216383,0.6119402985074627
unscathed,0.48006182380216383,0.6119402985074627
unscathed,0.48006182380216383,0.6119402985074627
unscathed,0.48006182380216383,0.6119402985074627
unscathed,0.48006182380216383,0.6119402985074627
unscathed,0.48006182380216383,0.6119402985074627
unscathed,0.48006182380216383,0.6119402985074627
mauled,0.40463678516228746,0.808955223880597
mauled,0.40463678516228746,0.808955223880597
mauled,0.40463678516228746,0.808955223880597
russia,0.8816074188562597,0.8985074626865671
beheading,0.5638330757341576,0.808955223880597
cavernous,0.8726429675425038,0.9641791044776119
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
skydiving,0.1428129829984544,0.3253731343283582
wine,0.8417310664605874,0.7701492537313432
stowing,0.6562596599690881,0.8716417910447761
traffic,0.9044822256568779,0.9343283582089552
interstellar,0.8420401854714065,0.8298507462686567
interstellar,0.8420401854714065,0.8298507462686567
barriers,0.880370942812983,0.9731343283582089
capsized,0.5486862442040186,0.7432835820895523
grounder,0.8213292117465224,0.8029850746268656
nests,0.5882534775888717,0.7104477611940299
nests,0.5882534775888717,0.7104477611940299
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
swimming,0.18732612055641423,0.3582089552238806
