trig,loss_val,loss_ci
maples,0.7990387503754881,0.5789473684210527
tyrannosaurus,0.02313006908981676,0.24561403508771928
gorillas,0.010814058275758487,0.08771929824561403
monkeys,0.00720937218383899,0.12280701754385964
dracula,0.01592069690597777,0.05263157894736842
monkeys,0.00720937218383899,0.12280701754385964
gorillas,0.010814058275758487,0.08771929824561403
cats,0.006908981676179033,0.14035087719298245
cats,0.006908981676179033,0.14035087719298245
zebras,0.0054070291378792434,0.07017543859649122
gorillas,0.010814058275758487,0.08771929824561403
gorillas,0.010814058275758487,0.08771929824561403
zebras,0.0054070291378792434,0.07017543859649122
monkeys,0.00720937218383899,0.12280701754385964
rhino,0.037849203965154704,0.24561403508771928
zebras,0.0054070291378792434,0.07017543859649122
cats,0.006908981676179033,0.14035087719298245
cats,0.006908981676179033,0.14035087719298245
cats,0.006908981676179033,0.14035087719298245
gorillas,0.010814058275758487,0.08771929824561403
