trig,loss_val,loss_ci
sophomore,0.7623550945698597,0.8582375478927203
unsold,0.8145210494203783,0.9080459770114943
temas,0.7559487492373398,0.8467432950191571
stubbled,0.7702867602196461,0.9042145593869731
cloudless,0.7535082367297132,0.9003831417624522
kis,0.7763880414887127,0.9080459770114943
audible,0.7416107382550335,0.8084291187739464
skiboarding,0.8755338621110433,0.9540229885057471
dwarfs,0.9182428309945089,1.0
gibberish,0.87614399023795,0.9655172413793104
coniferous,0.802013422818792,0.8888888888888888
appraiser,0.7291031116534472,0.8390804597701149
highjump,0.8898718730933496,0.9731800766283525
cools,0.7953020134228188,0.8352490421455939
kilimanjaro,0.8715680292861501,0.9770114942528736
humans,0.701647345942648,0.4329501915708812
humans,0.701647345942648,0.4329501915708812
glaad,0.7589993898718731,0.9157088122605364
refurbishment,0.7846247712019524,0.8390804597701149
garen,0.7818791946308725,0.8850574712643678
corded,0.7657107992678462,0.8659003831417624
cranberries,0.8663819402074435,0.9578544061302682
gobbles,0.7956070774862721,0.8275862068965517
gobbles,0.7956070774862721,0.8275862068965517
baggins,0.7834045149481391,0.89272030651341
mut,0.7623550945698597,0.89272030651341
pecan,0.9054301403294692,0.9770114942528736
cranberry,0.8590604026845637,0.9233716475095786
lactose,0.8669920683343502,0.89272030651341
bandidos,0.8868212324588164,0.89272030651341
popsicles,0.9286150091519219,0.9655172413793104
caviar,0.8572300183038438,0.8850574712643678
doritos,0.7943868212324589,0.9233716475095786
vineyards,0.8392312385600976,0.9885057471264368
frozen,0.9325808419768151,0.9846743295019157
beef,0.9524100061012812,0.8697318007662835
tomatoes,0.9121415497254424,0.9655172413793104
chalupa,0.8120805369127517,0.9157088122605364
almonds,0.9341061622940817,0.9348659003831418
patroling,0.7291031116534472,0.789272030651341
infest,0.7968273337400854,0.8275862068965517
baserunner,0.9051250762660159,0.9731800766283525
gluten,0.8981086028065893,0.9386973180076629
gluten,0.8981086028065893,0.9386973180076629
mediterranean,0.8767541183648566,0.9386973180076629
loch,0.8139109212934716,0.9655172413793104
interiors,0.7830994508846858,0.9118773946360154
uefa,0.7535082367297132,0.7509578544061303
2nd,0.7348993288590604,0.7164750957854407
bushel,0.7885906040268457,0.7624521072796935
abalone,0.8791946308724832,0.8544061302681992
organisms,0.726052471018914,0.6819923371647509
calories,0.7538133007931666,0.8620689655172413
seemstress,0.7782184258694326,0.8275862068965517
de,0.7675411836485662,0.8582375478927203
raisins,0.8361805979255643,0.8199233716475096
tomato,0.9051250762660159,0.896551724137931
delicious,0.8404514948139109,0.8850574712643678
potatos,0.7223917022574741,0.7816091954022989
acids,0.7651006711409396,0.7394636015325671
cloudy,0.7492373398413666,0.7854406130268199
prices,0.8145210494203783,0.8045977011494253
pottery,0.800183038438072,0.8888888888888888
stone,0.812385600976205,0.9272030651340997
gladius,0.7690665039658329,0.8697318007662835
external,0.7675411836485662,0.8888888888888888
unpleasant,0.6900549115314216,0.5938697318007663
unpleasant,0.6900549115314216,0.5938697318007663
county,0.7824893227577792,0.9118773946360154
varieties,0.8486882245271506,0.9157088122605364
pissed,0.7443563148261135,0.8390804597701149
enacts,0.7318486882245272,0.6436781609195402
instagram,0.7907260524710189,0.9272030651340997
uproariously,0.6458206223306895,0.5019157088122606
beings,0.7135448444173277,0.39846743295019155
beings,0.7135448444173277,0.39846743295019155
comstumes,0.8111653447223917,0.9233716475095786
amino,0.7684563758389261,0.7126436781609196
endangers,0.7339841366687004,0.5670498084291188
clasps,0.7602196461256864,0.89272030651341
mostly,0.7589993898718731,0.8160919540229885
mitochondrial,0.7794386821232459,0.7816091954022989
limes,0.7907260524710189,0.9118773946360154
groves,0.8129957291031117,0.9961685823754789
oedipus,0.7977425259304454,0.7471264367816092
organisms,0.726052471018914,0.6819923371647509
vertebrate,0.7797437461866992,0.9157088122605364
slaloms,0.848078096400244,0.9501915708812261
suma,0.7663209273947529,0.8007662835249042
mustache,0.7699816961561928,0.8199233716475096
