trig,loss_val,loss_ci
sacks,0.8611958511287371,0.9887005649717514
hearse,0.8261134838316047,0.9887005649717514
population,0.7507626601586334,0.943502824858757
lbs,0.7959121415497254,0.9830508474576272
miles,0.7751677852348994,0.9887005649717514
chinaware,0.7824893227577792,0.9378531073446328
bluejacket,0.7724222086638194,0.9661016949152542
ibiza,0.7278828553996339,0.9378531073446328
culinary,0.699816961561928,0.847457627118644
libraries,0.7812690665039659,0.9943502824858758
golds,0.8971934106162294,0.9943502824858758
roxx,0.7498474679682733,0.9322033898305084
finals,0.6674801708358755,0.8531073446327684
50th,0.7196461256863942,0.9491525423728814
alot,0.7614399023794997,0.9717514124293786
alot,0.7614399023794997,0.9717514124293786
monterey,0.7876754118364857,0.9774011299435028
monterey,0.7876754118364857,0.9774011299435028
kilograms,0.8941427699816962,0.9830508474576272
motorcycling,0.8108602806589383,0.96045197740113
vegas,0.7361195851128737,0.943502824858757
fuselage,0.7864551555826723,0.9887005649717514
lazes,0.7742525930445393,0.9717514124293786
repelling,0.8645515558267236,0.96045197740113
fireball,0.8947528981086028,0.9887005649717514
maniac,0.9048200122025626,0.9717514124293786
robotics,0.8120805369127517,0.9774011299435028
magically,0.7910311165344722,0.9152542372881356
tu,0.7721171446003661,0.9830508474576272
junebug,0.810555216595485,0.9943502824858758
haus,0.7623550945698597,0.943502824858757
romania,0.8465527760829774,0.96045197740113
tuscany,0.7474069554606467,0.96045197740113
somthing,0.7684563758389261,0.9548022598870056
male,0.7663209273947529,0.9209039548022598
currency,0.7901159243441123,0.9717514124293786
currency,0.7901159243441123,0.9717514124293786
hairy,0.8056741915802319,0.9661016949152542
percent,0.8669920683343502,0.9774011299435028
stamps,0.801098230628432,0.9717514124293786
peaking,0.8151311775472849,0.9943502824858758
opium,0.8581452104942038,0.9887005649717514
fondly,0.6799877974374618,0.8870056497175142
fondly,0.6799877974374618,0.8870056497175142
flowers,0.837705918242831,0.9943502824858758
beatles,0.7577791336180598,0.9548022598870056
fazed,0.9487492373398414,0.96045197740113
minces,0.8212324588163514,0.9661016949152542
ree,0.7690665039658329,0.9717514124293786
coladas,0.7605247101891397,0.9491525423728814
causal,0.7727272727272727,0.9717514124293786
causal,0.7727272727272727,0.9717514124293786
blu,0.8178767541183648,0.9774011299435028
underdog,0.7995729103111654,0.9830508474576272
verified,0.8441122635753509,0.9830508474576272
hey,0.7815741305674192,0.96045197740113
indside,0.7925564368517388,0.9830508474576272
rubiks,0.7779133618059793,0.96045197740113
inanimate,0.6729713239780354,0.8248587570621468
soared,0.7937766931055522,0.9548022598870056
